matrix_group,scale,instance_id,baseline_name,candidate_name,seed_builder,initial_column_count,full_universe_column_count,full_universe_preloaded,algorithm_status,certificate_scope,pricing_state,uses_true_dual_bpc_certificate,official_lower_bound_source,official_lower_bound_scope,B0_direct_objective,root_lp_bound,root_lp_bound_official,root_bound_le_B0_objective,pricing_round_count,final_judge_call_count,candidate_negative_count,addable_negative_count,duplicate_in_current_master_count,in_pool_not_master_count,forbidden_signature_count,branch_filtered_count,cut_filtered_count,selected_count,selected_would_enter_master_count,selected_all_would_enter_master,added_to_master_count,added_column_count,duplicate_only_count,duplicate_only_audit_status,hidden_negative_count,replacement_only_round_count,manual_rc_audit_pass,pricing_rc_audit_pass,proof_debt_unreleased_count,product_exact_solution_scope,product_exact_solution_count,product_exact_objective,direct_dp_fallback_used,direct_dp_fallback_count,rmp_wall_time,worker_status,diagnostic_dual_source,diagnostic_rmp_iteration_id,diagnostic_dual_fingerprint,worker_wall_time,final_judge_wall_time,time_to_first_negative,time_to_first_addable_negative,labels_generated,labels_generated_before_first_negative,labels_generated_total,labels_extended,sortie_templates,journey_labels,candidate_sequences,path_option_assignments,resource_prune_count,time_window_prune_count,dominance_prune_count,bound_prune_count,bound_check_time,dominance_time,cache_hit_count,cache_miss_count,max_queue_size,peak_label_count,worker_call_count,worker_found_negative_count,worker_found_addable_negative_count,worker_no_column_uncertified_count,worker_incomplete_count,final_judge_saved_by_worker_count,exit_reason,exact_first_step_bound_pruning_enabled,exact_first_step_bound_evaluated_count,would_prune_count_if_enabled,completion_bound_pruning_enabled,proof_tail_kernel_profile_enabled,wall_time,fail_closed_reason,certificate_scope_regression,objective_mismatch,improvement_reason
20-scale fail-closed guard,20,lunar_ice_sp50_020_002_seed829002,accepted_B1,B1B_seeded_root_CG,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000553,task_count=20 exceeds max_direct_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_002_seed829002,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000674,task_count=20 exceeds B2 max_direct_tasks=10,False,False,wall_time_lower
20-scale fail-closed guard,20,lunar_ice_sp50_020_002_seed829002,B1B_seeded_root_CG,B2B_seeded_tail_CG,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000614,task_count=20 exceeds B2 max_direct_tasks=10,False,False,clearer_fail_closed_reason
20-scale fail-closed guard,20,lunar_ice_sp50_020_001_seed829001,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,,,,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000829,task_count=20 exceeds max_exact_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_001_seed829001,accepted_B1,B1A_full_universe_root_audit,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000644,task_count=20 exceeds max_direct_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_001_seed829001,accepted_B1,B1B_seeded_root_CG,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000653,task_count=20 exceeds max_direct_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_001_seed829001,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000659,task_count=20 exceeds B2 max_direct_tasks=10,False,False,clearer_fail_closed_reason
20-scale fail-closed guard,20,lunar_ice_sp50_020_001_seed829001,B1B_seeded_root_CG,B2B_seeded_tail_CG,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00058,task_count=20 exceeds B2 max_direct_tasks=10,False,False,wall_time_lower
20-scale fail-closed guard,20,lunar_ice_sp50_020_003_seed829003,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,,,,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000791,task_count=20 exceeds max_exact_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_003_seed829003,accepted_B1,B1A_full_universe_root_audit,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000613,task_count=20 exceeds max_direct_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_003_seed829003,accepted_B1,B1B_seeded_root_CG,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000795,task_count=20 exceeds max_direct_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_003_seed829003,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000626,task_count=20 exceeds B2 max_direct_tasks=10,False,False,clearer_fail_closed_reason
20-scale fail-closed guard,20,lunar_ice_sp50_020_003_seed829003,B1B_seeded_root_CG,B2B_seeded_tail_CG,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000762,task_count=20 exceeds B2 max_direct_tasks=10,False,False,wall_time_lower
20-scale fail-closed guard,20,lunar_ice_sp50_020_005_seed829005,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,,,,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000601,task_count=20 exceeds max_exact_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_005_seed829005,accepted_B1,B1A_full_universe_root_audit,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00063,task_count=20 exceeds max_direct_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_005_seed829005,accepted_B1,B1B_seeded_root_CG,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000668,task_count=20 exceeds max_direct_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_005_seed829005,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000677,task_count=20 exceeds B2 max_direct_tasks=10,False,False,clearer_fail_closed_reason
20-scale fail-closed guard,20,lunar_ice_sp50_020_005_seed829005,B1B_seeded_root_CG,B2B_seeded_tail_CG,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000758,task_count=20 exceeds B2 max_direct_tasks=10,False,False,clearer_fail_closed_reason
20-scale fail-closed guard,20,lunar_ice_sp50_020_008_seed829008,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,,,,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000664,task_count=20 exceeds max_exact_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_008_seed829008,accepted_B1,B1A_full_universe_root_audit,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000678,task_count=20 exceeds max_direct_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_008_seed829008,accepted_B1,B1B_seeded_root_CG,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000767,task_count=20 exceeds max_direct_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_008_seed829008,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000688,task_count=20 exceeds B2 max_direct_tasks=10,False,False,clearer_fail_closed_reason
20-scale fail-closed guard,20,lunar_ice_sp50_020_008_seed829008,B1B_seeded_root_CG,B2B_seeded_tail_CG,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000929,task_count=20 exceeds B2 max_direct_tasks=10,False,False,clearer_fail_closed_reason
20-scale fail-closed guard,20,lunar_ice_sp50_020_006_seed829006,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,,,,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000697,task_count=20 exceeds max_exact_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_006_seed829006,accepted_B1,B1A_full_universe_root_audit,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000639,task_count=20 exceeds max_direct_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_006_seed829006,accepted_B1,B1B_seeded_root_CG,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000788,task_count=20 exceeds max_direct_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_006_seed829006,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000656,task_count=20 exceeds B2 max_direct_tasks=10,False,False,clearer_fail_closed_reason
20-scale fail-closed guard,20,lunar_ice_sp50_020_006_seed829006,B1B_seeded_root_CG,B2B_seeded_tail_CG,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000603,task_count=20 exceeds B2 max_direct_tasks=10,False,False,wall_time_lower
20-scale fail-closed guard,20,lunar_ice_sp50_020_009_seed829009,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,,,,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000634,task_count=20 exceeds max_exact_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_009_seed829009,accepted_B1,B1A_full_universe_root_audit,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000562,task_count=20 exceeds max_direct_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_009_seed829009,accepted_B1,B1B_seeded_root_CG,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000598,task_count=20 exceeds max_direct_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_009_seed829009,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00084,task_count=20 exceeds B2 max_direct_tasks=10,False,False,clearer_fail_closed_reason
20-scale fail-closed guard,20,lunar_ice_sp50_020_009_seed829009,B1B_seeded_root_CG,B2B_seeded_tail_CG,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000623,task_count=20 exceeds B2 max_direct_tasks=10,False,False,clearer_fail_closed_reason
20-scale fail-closed guard,20,lunar_ice_sp50_020_010_seed829010,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,,,,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001411,task_count=20 exceeds max_exact_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_010_seed829010,accepted_B1,B1A_full_universe_root_audit,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000626,task_count=20 exceeds max_direct_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_010_seed829010,accepted_B1,B1B_seeded_root_CG,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001093,task_count=20 exceeds max_direct_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_010_seed829010,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000636,task_count=20 exceeds B2 max_direct_tasks=10,False,False,clearer_fail_closed_reason
20-scale fail-closed guard,20,lunar_ice_sp50_020_010_seed829010,B1B_seeded_root_CG,B2B_seeded_tail_CG,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000868,task_count=20 exceeds B2 max_direct_tasks=10,False,False,wall_time_lower
20-scale fail-closed guard,20,lunar_ice_sp50_020_007_seed829027,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,,,,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000622,task_count=20 exceeds max_exact_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_007_seed829027,accepted_B1,B1A_full_universe_root_audit,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00064,task_count=20 exceeds max_direct_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_007_seed829027,accepted_B1,B1B_seeded_root_CG,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000745,task_count=20 exceeds max_direct_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_007_seed829027,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000603,task_count=20 exceeds B2 max_direct_tasks=10,False,False,wall_time_lower
20-scale fail-closed guard,20,lunar_ice_sp50_020_007_seed829027,B1B_seeded_root_CG,B2B_seeded_tail_CG,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000962,task_count=20 exceeds B2 max_direct_tasks=10,False,False,clearer_fail_closed_reason
20-scale fail-closed guard,20,lunar_ice_sp50_020_011_seed829011,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,,,,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00078,task_count=20 exceeds max_exact_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_011_seed829011,accepted_B1,B1A_full_universe_root_audit,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000772,task_count=20 exceeds max_direct_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_011_seed829011,accepted_B1,B1B_seeded_root_CG,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000624,task_count=20 exceeds max_direct_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_011_seed829011,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000664,task_count=20 exceeds B2 max_direct_tasks=10,False,False,wall_time_lower
20-scale fail-closed guard,20,lunar_ice_sp50_020_011_seed829011,B1B_seeded_root_CG,B2B_seeded_tail_CG,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000694,task_count=20 exceeds B2 max_direct_tasks=10,False,False,clearer_fail_closed_reason
20-scale fail-closed guard,20,lunar_ice_sp50_020_012_seed829012,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,,,,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000655,task_count=20 exceeds max_exact_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_012_seed829012,accepted_B1,B1A_full_universe_root_audit,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000579,task_count=20 exceeds max_direct_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_012_seed829012,accepted_B1,B1B_seeded_root_CG,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00061,task_count=20 exceeds max_direct_tasks=10,False,False,
20-scale fail-closed guard,20,lunar_ice_sp50_020_012_seed829012,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000649,task_count=20 exceeds B2 max_direct_tasks=10,False,False,clearer_fail_closed_reason
20-scale fail-closed guard,20,lunar_ice_sp50_020_012_seed829012,B1B_seeded_root_CG,B2B_seeded_tail_CG,,,,,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,,False,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000596,task_count=20 exceeds B2 max_direct_tasks=10,False,False,wall_time_lower
